 written on 22Mar2021 at 16:16:02 
           1
         289
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1
   -8   -8    0    1    1   -0.000001    0.000000
   -8   -7    0    1    1   -0.000001    0.000000
   -8   -6    0    1    1    0.000002   -0.000000
   -8   -5    0    1    1   -0.000005    0.000000
   -8   -4    0    1    1    0.000002   -0.000000
   -8   -3    0    1    1   -0.000007   -0.000000
   -8   -2    0    1    1    0.000008    0.000000
   -8   -1    0    1    1   -0.000003   -0.000000
   -8    0    0    1    1   -0.000009    0.000000
   -8    1    0    1    1   -0.000003    0.000000
   -8    2    0    1    1    0.000008    0.000000
   -8    3    0    1    1   -0.000007   -0.000000
   -8    4    0    1    1    0.000002   -0.000000
   -8    5    0    1    1   -0.000005    0.000000
   -8    6    0    1    1    0.000002    0.000000
   -8    7    0    1    1   -0.000001    0.000000
   -8    8    0    1    1   -0.000001    0.000000
   -7   -8    0    1    1   -0.000001    0.000000
   -7   -7    0    1    1   -0.000003   -0.000000
   -7   -6    0    1    1   -0.000001   -0.000000
   -7   -5    0    1    1   -0.000001    0.000000
   -7   -4    0    1    1   -0.000006    0.000000
   -7   -3    0    1    1   -0.000006    0.000000
   -7   -2    0    1    1   -0.000006   -0.000000
   -7   -1    0    1    1    0.000004   -0.000000
   -7    0    0    1    1   -0.000009   -0.000000
   -7    1    0    1    1    0.000004    0.000000
   -7    2    0    1    1   -0.000006   -0.000000
   -7    3    0    1    1   -0.000006    0.000000
   -7    4    0    1    1   -0.000006    0.000000
   -7    5    0    1    1   -0.000001   -0.000000
   -7    6    0    1    1   -0.000001    0.000000
   -7    7    0    1    1   -0.000003    0.000000
   -7    8    0    1    1   -0.000001   -0.000000
   -6   -8    0    1    1    0.000002   -0.000000
   -6   -7    0    1    1   -0.000001   -0.000000
   -6   -6    0    1    1   -0.000007    0.000000
   -6   -5    0    1    1   -0.000016    0.000000
   -6   -4    0    1    1   -0.000018   -0.000000
   -6   -3    0    1    1   -0.000009    0.000000
   -6   -2    0    1    1   -0.000024    0.000000
   -6   -1    0    1    1   -0.000000    0.000000
   -6    0    0    1    1   -0.000002    0.000000
   -6    1    0    1    1   -0.000000   -0.000000
   -6    2    0    1    1   -0.000024    0.000000
   -6    3    0    1    1   -0.000009   -0.000000
   -6    4    0    1    1   -0.000018   -0.000000
   -6    5    0    1    1   -0.000016   -0.000000
   -6    6    0    1    1   -0.000007    0.000000
   -6    7    0    1    1   -0.000001   -0.000000
   -6    8    0    1    1    0.000002   -0.000000
   -5   -8    0    1    1   -0.000005    0.000000
   -5   -7    0    1    1   -0.000001   -0.000000
   -5   -6    0    1    1   -0.000016    0.000000
   -5   -5    0    1    1   -0.000004   -0.000000
   -5   -4    0    1    1   -0.000047    0.000000
   -5   -3    0    1    1   -0.000057   -0.000000
   -5   -2    0    1    1   -0.000091   -0.000000
   -5   -1    0    1    1   -0.000033   -0.000000
   -5    0    0    1    1    0.000020    0.000000
   -5    1    0    1    1   -0.000033    0.000000
   -5    2    0    1    1   -0.000091   -0.000000
   -5    3    0    1    1   -0.000057    0.000000
   -5    4    0    1    1   -0.000047   -0.000000
   -5    5    0    1    1   -0.000004   -0.000000
   -5    6    0    1    1   -0.000016    0.000000
   -5    7    0    1    1   -0.000001    0.000000
   -5    8    0    1    1   -0.000005   -0.000000
   -4   -8    0    1    1    0.000002   -0.000000
   -4   -7    0    1    1   -0.000006    0.000000
   -4   -6    0    1    1   -0.000018   -0.000000
   -4   -5    0    1    1   -0.000047    0.000000
   -4   -4    0    1    1   -0.000128    0.000000
   -4   -3    0    1    1   -0.000166   -0.000000
   -4   -2    0    1    1   -0.000318    0.000000
   -4   -1    0    1    1   -0.000215   -0.000000
   -4    0    0    1    1    0.000081   -0.000000
   -4    1    0    1    1   -0.000215    0.000000
   -4    2    0    1    1   -0.000318    0.000000
   -4    3    0    1    1   -0.000166   -0.000000
   -4    4    0    1    1   -0.000128   -0.000000
   -4    5    0    1    1   -0.000047   -0.000000
   -4    6    0    1    1   -0.000018    0.000000
   -4    7    0    1    1   -0.000006   -0.000000
   -4    8    0    1    1    0.000002    0.000000
   -3   -8    0    1    1   -0.000007   -0.000000
   -3   -7    0    1    1   -0.000006    0.000000
   -3   -6    0    1    1   -0.000009    0.000000
   -3   -5    0    1    1   -0.000057   -0.000000
   -3   -4    0    1    1   -0.000166   -0.000000
   -3   -3    0    1    1   -0.000718    0.000000
   -3   -2    0    1    1   -0.001364    0.000000
   -3   -1    0    1    1   -0.000754    0.000000
   -3    0    0    1    1   -0.000736    0.000000
   -3    1    0    1    1   -0.000754   -0.000000
   -3    2    0    1    1   -0.001364   -0.000000
   -3    3    0    1    1   -0.000718   -0.000000
   -3    4    0    1    1   -0.000166    0.000000
   -3    5    0    1    1   -0.000057   -0.000000
   -3    6    0    1    1   -0.000009    0.000000
   -3    7    0    1    1   -0.000006   -0.000000
   -3    8    0    1    1   -0.000007   -0.000000
   -2   -8    0    1    1    0.000008    0.000000
   -2   -7    0    1    1   -0.000006   -0.000000
   -2   -6    0    1    1   -0.000024   -0.000000
   -2   -5    0    1    1   -0.000091   -0.000000
   -2   -4    0    1    1   -0.000318    0.000000
